,workclass,education
14529, Self-emp-inc, Bachelors
14530, Private, HS-grad
14531, Private, 7th-8th
14532, Private, 10th
14533, Local-gov, Some-college
14534, ?, HS-grad
14535, ?, Some-college
14536, ?, HS-grad
14537, Self-emp-inc, Some-college
14538, Self-emp-not-inc, HS-grad
14539, Local-gov, Some-college
14540, Private, HS-grad
14541, ?, HS-grad
14542, Federal-gov, Some-college
14543, Private, HS-grad
14544, Private, 9th
14545, Local-gov, 5th-6th
14546, Local-gov, Masters
14547, Self-emp-not-inc, HS-grad
14548, ?, HS-grad
14549, Private, 10th
14550, Self-emp-not-inc, Some-college
14551, Private, Bachelors
14552, Private, Masters
14553, Self-emp-not-inc, 11th
14554, Private, Bachelors
14555, Self-emp-not-inc, 11th
14556, Private, 9th
14557, Private, Some-college
14558, Self-emp-not-inc, Doctorate
14559, Self-emp-inc, Bachelors
14560, Private, HS-grad
14561, Private, HS-grad
14562, Private, Assoc-voc
14563, Private, Assoc-acdm
14564, Private, Prof-school
14565, Private, HS-grad
14566, Private, Some-college
14567, State-gov, HS-grad
14568, Private, Bachelors
14569, Private, HS-grad
14570, Self-emp-not-inc, Bachelors
14571, ?, Bachelors
14572, Private, Bachelors
14573, Self-emp-inc, Prof-school
14574, ?, 7th-8th
14575, Private, Some-college
14576, Local-gov, Bachelors
14577, Local-gov, HS-grad
14578, ?, Bachelors
14579, Private, Masters
14580, Private, 10th
14581, Private, HS-grad
14582, Private, 5th-6th
14583, Self-emp-inc, Prof-school
14584, Private, Masters
14585, Private, Some-college
14586, Local-gov, Bachelors
14587, Private, Some-college
14588, State-gov, Masters
14589, Self-emp-not-inc, Bachelors
14590, Private, HS-grad
14591, Private, Some-college
14592, Private, 11th
14593, Private, Bachelors
14594, Private, HS-grad
14595, Private, HS-grad
14596, Self-emp-not-inc, Some-college
14597, Private, Bachelors
14598, Private, HS-grad
14599, Private, HS-grad
14600, Private, HS-grad
14601, Private, Bachelors
14602, ?, HS-grad
14603, Self-emp-not-inc, Bachelors
14604, Private, Some-college
14605, Private, 11th
14606, Private, Some-college
14607, Private, Some-college
14608, Private, HS-grad
14609, Federal-gov, Some-college
14610, Private, Bachelors
14611, State-gov, HS-grad
14612, Private, 11th
14613, Federal-gov, HS-grad
14614, Private, Bachelors
14615, Federal-gov, Bachelors
14616, Private, HS-grad
14617, Private, Bachelors
14618, ?, 7th-8th
14619, Private, HS-grad
14620, Self-emp-not-inc, Assoc-acdm
14621, Private, Some-college
14622, Private, Some-college
14623, Private, HS-grad
14624, Private, Bachelors
14625, Private, HS-grad
14626, Local-gov, Some-college
14627, Private, Assoc-acdm
14628, State-gov, Some-college
14629, Private, Some-college
14630, Private, Bachelors
14631, Private, Assoc-voc
14632, Local-gov, Assoc-voc
14633, Private, HS-grad
14634, Private, Some-college
14635, State-gov, Masters
14636, Local-gov, HS-grad
14637, Local-gov, Bachelors
14638, Private, Assoc-acdm
14639, Private, Bachelors
14640, State-gov, Assoc-acdm
14641, Private, HS-grad
14642, Private, 7th-8th
14643, Federal-gov, HS-grad
14644, Private, Some-college
14645, Private, Bachelors
14646, ?, HS-grad
14647, Private, Assoc-voc
14648, State-gov, Some-college
14649, Private, HS-grad
14650, Self-emp-not-inc, Masters
14651, Local-gov, HS-grad
14652, Self-emp-not-inc, Bachelors
14653, Private, Assoc-acdm
14654, Private, HS-grad
14655, Private, HS-grad
14656, Private, Masters
14657, Private, Some-college
14658, Self-emp-not-inc, Bachelors
14659, Private, HS-grad
14660, Private, HS-grad
14661, Local-gov, Masters
14662, Private, 11th
14663, Self-emp-not-inc, Some-college
14664, Private, Some-college
14665, Private, Bachelors
14666, Private, HS-grad
14667, Private, Bachelors
14668, Private, Bachelors
14669, Private, Some-college
14670, Private, HS-grad
14671, Private, HS-grad
14672, ?, 9th
14673, Local-gov, Masters
14674, Self-emp-inc, Some-college
14675, Private, Some-college
14676, Private, HS-grad
14677, Self-emp-not-inc, 9th
14678, Private, HS-grad
14679, Private, HS-grad
14680, Self-emp-not-inc, HS-grad
14681, Self-emp-not-inc, HS-grad
14682, Federal-gov, Some-college
14683, Federal-gov, Bachelors
14684, Private, HS-grad
14685, Private, Masters
14686, Private, HS-grad
14687, Private, Assoc-acdm
14688, ?, 11th
14689, Private, Assoc-voc
14690, Private, HS-grad
14691, Private, 7th-8th
14692, ?, HS-grad
14693, Private, Some-college
14694, Self-emp-not-inc, Some-college
14695, Private, Some-college
14696, Private, 10th
14697, Private, Some-college
14698, Private, Masters
14699, Private, HS-grad
14700, Private, Bachelors
14701, Private, HS-grad
14702, Private, HS-grad
14703, Private, Some-college
14704, State-gov, HS-grad
14705, Private, 10th
14706, Private, HS-grad
14707, Private, Doctorate
14708, Private, HS-grad
14709, Private, HS-grad
14710, Self-emp-not-inc, HS-grad
14711, Local-gov, Assoc-voc
14712, Private, Bachelors
14713, Local-gov, Masters
14714, Private, Bachelors
14715, Private, Assoc-voc
14716, Private, Some-college
14717, ?, HS-grad
14718, ?, HS-grad
14719, State-gov, Prof-school
14720, Private, 11th
14721, Private, 5th-6th
14722, Private, 12th
14723, Private, 7th-8th
14724, Private, 9th
14725, ?, Bachelors
14726, Private, Bachelors
14727, Private, HS-grad
14728, State-gov, Prof-school
14729, State-gov, Some-college
14730, Private, HS-grad
14731, Local-gov, Some-college
14732, Private, Some-college
14733, Federal-gov, Some-college
14734, Private, HS-grad
14735, Self-emp-not-inc, Prof-school
14736, Private, Some-college
14737, Local-gov, HS-grad
14738, Private, Bachelors
14739, Self-emp-inc, Bachelors
14740, Private, Some-college
14741, Private, HS-grad
14742, ?, Some-college
14743, Private, HS-grad
14744, Private, Masters
14745, Private, HS-grad
14746, ?, Bachelors
14747, Private, HS-grad
14748, Private, Some-college
14749, Private, Bachelors
14750, Private, Doctorate
14751, Private, Assoc-voc
14752, Private, Assoc-voc
14753, Private, HS-grad
14754, Private, HS-grad
14755, Private, Some-college
14756, Private, HS-grad
14757, Federal-gov, Bachelors
14758, Private, Some-college
14759, Private, Assoc-voc
14760, Private, Bachelors
14761, Private, Bachelors
14762, Private, HS-grad
14763, Local-gov, HS-grad
14764, Local-gov, Assoc-voc
14765, Private, 11th
14766, Private, Bachelors
14767, Private, HS-grad
14768, Local-gov, Assoc-voc
14769, Private, 11th
14770, Local-gov, Some-college
14771, Private, HS-grad
14772, Never-worked, 10th
14773, Private, HS-grad
14774, Private, Masters
14775, State-gov, HS-grad
14776, Private, 11th
14777, Private, Some-college
14778, Private, HS-grad
14779, State-gov, Masters
14780, Private, HS-grad
14781, Private, Masters
14782, Private, HS-grad
14783, Self-emp-not-inc, Assoc-voc
14784, Private, Bachelors
14785, Private, 11th
14786, Private, 5th-6th
14787, Private, Assoc-voc
14788, Local-gov, Bachelors
14789, Private, Assoc-acdm
14790, Private, 10th
14791, Private, HS-grad
14792, Private, HS-grad
14793, Private, Bachelors
14794, Federal-gov, Bachelors
14795, Private, HS-grad
14796, Private, Bachelors
14797, Private, HS-grad
14798, Private, HS-grad
14799, Private, HS-grad
14800, Private, Assoc-acdm
14801, Private, HS-grad
14802, Private, Assoc-voc
14803, Self-emp-not-inc, Masters
14804, Private, Assoc-voc
14805, Private, Some-college
14806, Private, HS-grad
14807, Private, HS-grad
14808, Private, Bachelors
14809, Private, HS-grad
14810, Local-gov, Assoc-voc
14811, Private, Some-college
14812, Self-emp-not-inc, 10th
14813, Private, HS-grad
14814, Self-emp-not-inc, 10th
14815, Self-emp-not-inc, Prof-school
14816, Private, Bachelors
14817, Private, Some-college
14818, Private, Bachelors
14819, Private, HS-grad
14820, Private, Some-college
14821, Private, Masters
14822, Private, Masters
14823, Private, 11th
14824, Private, Some-college
14825, Private, Assoc-voc
14826, Private, Some-college
14827, Private, Bachelors
14828, Private, HS-grad
14829, Private, Assoc-voc
14830, Self-emp-inc, HS-grad
14831, Self-emp-inc, Masters
14832, Local-gov, 11th
14833, Private, HS-grad
14834, Private, HS-grad
14835, Private, Prof-school
14836, Self-emp-not-inc, Some-college
14837, Private, Some-college
14838, Self-emp-inc, HS-grad
14839, Federal-gov, Masters
14840, Private, HS-grad
14841, Private, Some-college
14842, Private, Bachelors
14843, Private, Some-college
14844, State-gov, Some-college
14845, Private, Some-college
14846, Private, Bachelors
14847, Private, Masters
14848, Private, HS-grad
14849, Private, Some-college
14850, Self-emp-not-inc, HS-grad
14851, Self-emp-inc, 9th
14852, Private, Some-college
14853, Private, HS-grad
14854, Private, 10th
14855, Private, Doctorate
14856, Private, Bachelors
14857, Private, HS-grad
14858, Federal-gov, HS-grad
14859, ?, HS-grad
14860, ?, Assoc-voc
14861, Private, Some-college
14862, Private, HS-grad
14863, Private, Assoc-voc
14864, Self-emp-inc, Some-college
14865, Private, Some-college
14866, Self-emp-inc, Bachelors
14867, Private, HS-grad
14868, Private, HS-grad
14869, Private, Bachelors
14870, ?, Bachelors
14871, Self-emp-not-inc, HS-grad
14872, Private, Assoc-voc
14873, Private, Assoc-acdm
14874, Private, Some-college
14875, Federal-gov, Some-college
14876, Private, HS-grad
14877, Private, 1st-4th
14878, Private, Bachelors
14879, Local-gov, 7th-8th
14880, Private, Some-college
14881, Private, Bachelors
14882, Private, Bachelors
14883, Private, Bachelors
14884, Self-emp-not-inc, 7th-8th
14885, Private, Bachelors
14886, Private, Some-college
14887, ?, 11th
14888, Private, 11th
14889, Private, Some-college
14890, Private, HS-grad
14891, Private, Masters
14892, Private, Bachelors
14893, Private, 5th-6th
14894, Private, Bachelors
14895, Federal-gov, 5th-6th
14896, Private, 11th
14897, Private, Some-college
14898, Private, HS-grad
14899, Local-gov, HS-grad
14900, Private, 7th-8th
14901, Private, Some-college
14902, Private, Assoc-acdm
14903, Self-emp-inc, HS-grad
14904, Private, Bachelors
14905, Private, 11th
14906, State-gov, Masters
14907, Private, Bachelors
14908, Private, 11th
14909, Private, 5th-6th
14910, Private, Assoc-voc
14911, ?, 7th-8th
14912, Private, HS-grad
14913, Private, 5th-6th
14914, Private, Bachelors
14915, Self-emp-not-inc, Assoc-voc
14916, Private, Bachelors
14917, Private, Doctorate
14918, Private, HS-grad
14919, Private, Bachelors
14920, Private, HS-grad
14921, Self-emp-not-inc, Some-college
14922, Private, HS-grad
14923, Private, 7th-8th
14924, Federal-gov, Some-college
14925, Private, Some-college
14926, Private, Some-college
14927, Self-emp-inc, Some-college
14928, Private, Bachelors
14929, Private, Some-college
14930, Local-gov, Some-college
14931, Self-emp-inc, Doctorate
14932, Private, Bachelors
14933, Private, Bachelors
14934, Private, Assoc-voc
14935, State-gov, 5th-6th
14936, Private, 10th
14937, Private, HS-grad
14938, State-gov, Doctorate
14939, ?, Some-college
14940, Self-emp-not-inc, Some-college
14941, Private, 9th
14942, Private, HS-grad
14943, Private, HS-grad
14944, Self-emp-not-inc, HS-grad
14945, ?, 11th
14946, Local-gov, Some-college
14947, Private, Some-college
14948, Self-emp-not-inc, Masters
14949, Private, Prof-school
14950, Private, 10th
14951, Private, 11th
14952, Private, Some-college
14953, Private, Bachelors
14954, Private, Assoc-acdm
14955, Private, 12th
14956, Private, HS-grad
14957, Private, Some-college
14958, Local-gov, Masters
14959, Private, HS-grad
14960, State-gov, Masters
14961, Private, Bachelors
14962, Private, HS-grad
14963, Private, Prof-school
14964, Private, Bachelors
14965, Private, Assoc-voc
14966, Private, HS-grad
14967, Private, HS-grad
14968, Private, HS-grad
14969, Private, 11th
14970, Private, HS-grad
14971, Private, HS-grad
14972, Private, 5th-6th
14973, Private, Assoc-voc
14974, Private, HS-grad
14975, State-gov, Some-college
14976, Private, HS-grad
14977, Private, HS-grad
14978, Private, HS-grad
14979, Private, HS-grad
14980, ?, 5th-6th
14981, Private, Bachelors
14982, ?, Some-college
14983, Local-gov, Some-college
14984, Private, Bachelors
14985, Local-gov, Masters
14986, Self-emp-not-inc, HS-grad
14987, Private, HS-grad
14988, Private, HS-grad
14989, Private, Bachelors
14990, State-gov, Doctorate
14991, Self-emp-inc, HS-grad
14992, Private, Bachelors
14993, Private, Bachelors
14994, Private, Bachelors
14995, Private, Some-college
14996, Private, Some-college
14997, Private, Masters
14998, Private, HS-grad
14999, State-gov, Bachelors
15000, Private, Some-college
15001, Private, Masters
15002, Private, Assoc-voc
15003, Private, Assoc-acdm
15004, Private, Assoc-voc
15005, Private, Bachelors
15006, Self-emp-inc, Bachelors
15007, Private, Bachelors
15008, Private, 1st-4th
15009, Private, Bachelors
15010, Private, HS-grad
15011, Private, Some-college
15012, ?, 5th-6th
15013, Private, HS-grad
15014, Private, Some-college
15015, Private, Bachelors
15016, Private, HS-grad
15017, Private, HS-grad
15018, Private, Bachelors
15019, Private, Bachelors
15020, Private, 5th-6th
15021, Federal-gov, Bachelors
15022, ?, Some-college
15023, Self-emp-inc, 7th-8th
15024, Private, Some-college
15025, Private, 11th
15026, Private, 11th
15027, Self-emp-not-inc, HS-grad
15028, Self-emp-not-inc, 7th-8th
15029, Local-gov, Some-college
15030, Private, HS-grad
15031, Local-gov, Some-college
15032, Private, Some-college
15033, ?, Some-college
15034, Private, Doctorate
15035, Private, 12th
15036, Private, Some-college
15037, Self-emp-not-inc, Bachelors
15038, Private, Some-college
15039, Private, HS-grad
15040, State-gov, HS-grad
15041, Private, Bachelors
15042, Private, HS-grad
15043, Private, HS-grad
15044, Federal-gov, Some-college
15045, Private, Some-college
15046, Private, 11th
15047, Private, HS-grad
15048, Private, Some-college
15049, Self-emp-inc, Masters
15050, Federal-gov, HS-grad
15051, Private, Some-college
15052, Private, HS-grad
15053, Private, HS-grad
15054, Private, Masters
15055, Private, HS-grad
15056, Private, Some-college
15057, Private, HS-grad
15058, Private, HS-grad
15059, Private, Preschool
15060, Private, HS-grad
15061, Self-emp-not-inc, Some-college
15062, Private, Assoc-voc
15063, Private, Some-college
15064, ?, Some-college
15065, Private, Some-college
15066, Private, 10th
15067, Local-gov, Some-college
15068, Local-gov, Bachelors
15069, ?, Some-college
15070, Private, Bachelors
15071, Private, HS-grad
15072, Private, Bachelors
15073, Private, Bachelors
15074, Federal-gov, Bachelors
15075, Local-gov, Masters
15076, Private, HS-grad
15077, Self-emp-inc, Assoc-acdm
15078, Private, Bachelors
15079, Private, Some-college
15080, Private, HS-grad
15081, Private, HS-grad
15082, Local-gov, Assoc-voc
15083, Private, Bachelors
15084, Private, Bachelors
15085, Local-gov, Bachelors
15086, Private, HS-grad
15087, Private, Bachelors
15088, Private, HS-grad
15089, Private, Bachelors
15090, Private, Assoc-voc
15091, Private, HS-grad
15092, Private, Some-college
15093, Private, Bachelors
15094, Private, 11th
15095, Private, HS-grad
15096, Private, Some-college
15097, Private, Bachelors
15098, Self-emp-not-inc, Bachelors
15099, Self-emp-not-inc, Assoc-voc
15100, Self-emp-inc, Bachelors
15101, Self-emp-not-inc, Assoc-acdm
15102, Local-gov, Some-college
15103, Private, HS-grad
15104, Self-emp-inc, HS-grad
